CUSIP,Security Description,Ticker,Coupon,Maturity,Price,Current Face (m),Market Value,Market Value %,Yield to Worst,Duration,Spread Duration,OAS,WAL to Maturity,Structure,MSCI ESG Rating,Fitch Rating,Moody's Rating,S&P Rating,Barclays Sub Sector,Barclays Industry,Barclays Sub Industry,Country Name,Custom DxS(O),KRD Contribution 3M,KRD Contribution 1Y,KRD Contribution 2Y,KRD Contribution 3Y,KRD Contribution 5Y,KRD Contribution 7Y,KRD Contribution 10Y,KRD Contribution 15Y,KRD Contribution 20Y,KRD Contribution 25Y,KRD Contribution 30Y,KRD Contribution 40Y,KRD Contribution 50Y
BRTU8PZH4,CAIXABANK SA MTN RegS,CABKSM,1.375,1781827200000000000,94.713158,1250000.0,1198753.955874317,8.963776980263179e-05,4.004362229813285,2.062337492190171,2.093015563491842,97.47759022884799,2.136612021857923,SRBN,A,BBB+,Baa2,BBB,Financial Institutions,Banking,Banking,Spain,2.0402211344065915,1.836681103392433e-07,1.169783439909614e-06,0.0001566254651508731,2.6884416679157543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU8ST85,ISS GLOBAL A/S MTN RegS,ISSDC,0.875,1781740800000000000,93.658727,500000.0,472082.91095628415,3.530037093324293e-05,4.034999146616802,2.071555254523014,2.1016053501231,100.40440751480347,2.133879781420765,SENIOR,AA,NR,Baa3,BBB-,Industrial,Consumer Cyclical,Consumer Cyclical Services,Denmark,2.11010440009051,4.592453370630477e-08,3.734673961637429e-07,6.239767925868767e-05,1.0309597704813128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU8U7K7,FORD MOTOR CREDIT COMPANY LLC,F,2.386,1771286400000000000,97.188816,750000.0,732485.3413114754,5.47721674548235e-05,4.031496729256268,1.750454446972218,1.777374900055704,89.81994573775061,1.800546448087432,SENIOR,BB,BBB-,Ba1,BBB-,Industrial,Consumer Cyclical,Automotive,United States,1.5964371707864324,2.5160258479621955e-07,1.85455558503594e-05,7.70790256564472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU92264,INDONESIA (REPUBLIC OF),INDON,1.45,1789689600000000000,94.244924,750000.0,713522.3808196721,5.335419717075391e-05,4.025642240342231,2.306672850092781,2.340170411421703,106.32878962710447,2.385245901639344,SENIOR,BBB,BBB,Baa2,BBB,Non - Corporate,Sovereign,Sovereign,Indonesia,2.488274873676328,2.4743309304967174e-07,6.941158811751273e-07,7.393471546845056e-05,4.8194413609599756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU97V04,BAWAG PSK BANK FUER ARBEIT UND WIR MTN RegS,BAWAG,0.625,2034288000000000000,76.441069,500000.0,384903.432431694,2.8781456864841715e-05,3.413255457410758,9.610698695725729,9.733503334389276,80.30670967265738,10.136612021857925,SECURED,AAA,NR,Aaa,NR,European Collateralized,Pfandbriefe Traditional,Pfand Trad Hypo,Austria,7.816656263726421,3.354956367318099e-08,2.140257000071104e-07,4.2575053756992596e-07,1.0204856481057214e-06,1.9444360278182066e-06,3.298341963352839e-06,0.00026183936210622026,7.833958405273307e-06,0.0,0.0,0.0,0.0,0.0
BRTU98113,BANCO BILBAO VIZCAYA ARGENTARIA SA MTN RegS,BBVASM,1.0,1782000000000000000,94.404141,1000000.0,952620.6449726776,7.123295791004527e-05,3.766919232782673,2.081566121113501,2.112494373518144,74.46118331939239,2.142076502732241,SRBN,AA,BBB+,Baa2,BBB+,Financial Institutions,Banking,Banking,Spain,1.572988308077195,1.1085488586325997e-07,6.80357046895889e-07,0.0001246931413468339,2.279175861266117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU989G2,CROATIA (REPUBLIC OF)      RegS,CROATI,1.125,1876521600000000000,90.097602,1500000.0,1366033.7021311475,0.00010214624438503769,3.248751213172452,4.89635494942446,4.959255435355858,64.08175521061133,5.136612021857923,SENIOR,BBB,BBB+,Baa2,BBB+,Treasury,Treasury,Treasury,Croatia,3.177977928353678,1.814892020222541e-07,1.1589899670110834e-06,2.3077055143578115e-06,5.539236883433824e-06,0.0004552482284362089,3.5708619256765886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU98EY7,AAREAL BANK AG MTN RegS,AARB,0.01,1815004800000000000,89.184133,500000.0,445961.23877049185,3.334710235233377e-05,3.665962529041678,3.143432968197036,3.186551086920298,87.52100842022315,3.188524590163934,SECURED,AA,NR,Aaa,NR,European Collateralized,Pfandbriefe Traditional,Pfand Trad Hypo,Germany,2.788901645098227,7.219584029674263e-10,3.3428477203010694e-09,6.781124913566115e-09,9.440388008333584e-05,1.0409654913794264e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU98GP4,LITHUANIA (REPUBLIC OF) MTN RegS,LITHUN,1.625,2507673600000000000,66.381656,850000.0,576169.6224480876,4.308353664334919e-05,3.702727360177538,18.95285988619398,19.200905879652527,96.29492932334036,25.136612021857925,SENIOR,A,A,A2,A+,Treasury,Treasury,Treasury,Lithuania,18.489498746252504,1.4867226034936836e-07,9.470021737397458e-07,1.8812151992533173e-06,4.499731425025961e-06,8.552050844691896e-06,1.4455546554193911e-05,2.964160592616001e-05,4.384742821528519e-05,4.8690560879014175e-05,0.0006444309272735557,1.9461492651832122e-05,0.0,0.0
BRTU98YK5,SP KIINNITYSLUOTTOPANKKI OYJ RegS,SPMTBK,0.05,1781827200000000000,93.027663,500000.0,465354.16199453553,3.4797223437848e-05,3.493152819903811,2.102324353706665,2.13356312045724,48.48864378744498,2.136612021857923,SECURED,,NR,NR,AAA,European Collateralized,Mortgages Other,Mortgages Other,Finland,1.0345358214588065,2.674688909045095e-09,1.7115050910496514e-08,6.240949106341261e-05,1.072576947152808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU98YP4,LITHUANIA (REPUBLIC OF)    RegS,LITHUN,0.5,1876521600000000000,86.163008,675000.0,584514.2384262297,4.370751186568288e-05,3.488750988011069,4.989204045940554,5.053209767645976,87.65272115012851,5.136612021857923,SENIOR,A,A,A2,A+,Treasury,Treasury,Treasury,Lithuania,4.429275866765784,3.6324541518866653e-08,2.313766328695905e-07,4.596269303039822e-07,1.0993887260789625e-06,0.00020046074823540074,1.5778229972087665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU9EWM0,SPAIN (KINGDOM OF),SPGB,0.6,1888099200000000000,87.743112,25484346.0,22436793.515083585,0.0016777288803584193,3.053062406194562,5.338208380273837,5.406184278996988,47.211964502283266,5.502732240437158,SENIOR,BBB,A-,Baa1,A,Treasury,Treasury,Treasury,Spain,2.5523658027280764,3.6370117244664397e-06,9.812852075065192e-06,2.0796969087708276e-05,5.058669544869007e-05,0.006605108543976344,0.002266124296644481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU9UT14,ROYAL BANK OF CANADA MTN RegS,RY,0.05,1781827200000000000,92.932575,1250000.0,1162196.8049863388,8.690418009485338e-05,3.542714568911798,2.102323103473333,2.133561852407468,53.279672555166044,2.136612021857923,SECURED,AA,AAA,Aaa,NR,European Collateralized,Mortgages Other,Mortgages Other,Canada,1.136754768724634,6.685702521431621e-09,4.2762500796438065e-08,0.00015586420928894072,2.6787008109559065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTU9ZLJ2,ITALY (REPUBLIC OF),BTPS,3.1,2214172800000000000,87.81788,14219900.0,12559486.358690001,0.0009391454697961247,4.200637777996397,12.126565463823601,12.289971642183703,140.8291391098472,15.83695652173913,SENIOR,BBB,BBB,Baa3,BBB,Treasury,Treasury,Treasury,Italy,17.30786126053166,7.452331239446691e-06,2.904287453627438e-05,5.961544188249918e-05,0.00014156724853557336,0.0002660186043987346,0.0004470222547131403,0.0008992755966574298,0.008046594089226037,0.0014920205783469417,0.0,0.0,0.0,0.0
BRTUA4FM9,VOLKSWAGEN LEASING GMBH MTN RegS,VW,1.5,1781827200000000000,95.32742,650000.0,628046.2627868853,4.696265322272389e-05,3.817104816499395,2.058861781821399,2.089491148282187,79.41554267538606,2.136612021857923,SENIOR,B,NR,A3,BBB+,Industrial,Consumer Cyclical,Automotive,Germany,1.6593807345624547,1.0422033352190658e-07,6.649604980396521e-07,8.186932795183726e-05,1.405110310979896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUAJDR7,VSEOBECNA UVEROVA BANKA AS RegS,VUBSK,0.5,1877126400000000000,85.734566,500000.0,430783.48573770496,3.221217393286352e-05,3.578853946737248,5.007917568983074,5.072134629917969,96.46450832559482,5.155737704918034,SECURED,A,NR,Aa1,NR,European Collateralized,Mortgages Other,Mortgages Other,Slovak Republic,4.892809732362597,3.024733195282385e-08,1.6975521159919801e-07,3.389761745091428e-07,8.106784842894888e-07,0.00014678471266141887,1.3181541909756338e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUAJWU9,VATTENFALL AB MTN RegS,VATFAL,0.5,1782259200000000000,93.368288,500000.0,468965.75693989074,3.5067283290201927e-05,3.767879086072079,2.099832936674306,2.130416323488785,75.27167030059744,2.150273224043715,SENIOR,AAA,NR,A3,BBB+,Non - Corporate,Foreign Agencies,Foreign Agencies,Sweden,1.6035999510465877,2.919294992248557e-08,2.2186870543637849e-07,6.17820564952074e-05,1.1602318301888253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUAKBB1,OPTUS FINANCE PTY LTD MTN RegS,SGTOPT,1.0,1876608000000000000,85.738423,500000.0,432995.3936885246,3.237757108942646e-05,4.136661298826239,4.902902504673039,4.962762764537213,149.65396790749276,5.139344262295081,SENIOR,AA,NR,A3,A-,Non - Corporate,Foreign Agencies,Foreign Agencies,Australia,7.426971394965521,5.445892368454825e-08,3.3863794661971496e-07,6.677152320028011e-07,1.91106024477923e-06,0.00014466748625389654,1.1104715788595541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB1TJ6,EUROPEAN INVESTMENT BANK   RegS,EIB,0.125,1876608000000000000,86.603889,3000000.0,2601344.1290163933,0.0001945175530571068,2.974329592278679,5.052536081924011,5.117294157744822,38.04065824744674,5.139344262295081,SENIOR,AAA,AAA,Aaa,AAA,Non - Corporate,Supranational,Supranational,Supranational,1.9466523820642658,4.096515159357539e-08,2.575052138537113e-07,5.128066724604915e-07,1.2443668048520315e-06,0.0009077188952453201,7.303241630052025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB1TR8,COVENTRY BUILDING SOCIETY  RegS,COVBS,0.125,1781913600000000000,92.843485,500000.0,464755.33483606554,3.475244566612975e-05,3.66374937539955,2.108093383077388,2.13939295385279,64.28129467545287,2.139344262295082,SECURED,A,AAA,Aaa,NR,European Collateralized,Mortgages Other,Mortgages Other,United Kingdom,1.3752294889319874,6.808215852889526e-09,4.267793628566441e-08,6.188941412042758e-05,1.132250048195841e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB1VK0,COMMERZBANK AG MTN RegS,CMZB,1.125,1782086400000000000,94.29691,500000.0,476295.00081967213,3.5615333265348014e-05,3.9490077783773,2.077891432758136,2.108768671555495,92.43220884571934,2.144808743169399,SRBN,AA,NR,Baa2,BBB-,Financial Institutions,Banking,Banking,Germany,1.9491814625652768,6.567100187107566e-08,3.8195903981703916e-07,6.219115313939307e-05,1.1366012685811294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB2P90,REGIE AUTONOME DES TRANSPORTS PARI MTN RegS,RATPFP,0.35,1876608000000000000,86.706774,500000.0,435040.0175409836,3.253045944597501e-05,3.19565428728783,5.016265899353408,5.080592241041489,59.38593852201261,5.139344262295081,SENIOR,BBB,AA-,Aa2,,Non - Corporate,Foreign Agencies,Foreign Agencies,France,3.0171573848190416,1.9131103511696915e-08,1.1997612160096467e-07,2.384127075119448e-07,5.766827599046305e-07,0.00015016108285943036,1.2066148857183786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB2PM1,STATE OF SAXONY-ANHALT MTN,SACHAN,0.125,1876694400000000000,86.402581,600000.0,519058.92862295086,3.88130395982467e-05,3.019542915092543,5.055213320935791,5.120001529456621,42.44711030097587,5.14207650273224,SENIOR,A,AAA,Aa1,NR,Non - Corporate,Foreign Local Government,Foreign Local Government,Germany,2.1732926966201034,8.340241374726848e-09,5.1354879561736564e-08,1.0300339309375356e-07,2.48273751820958e-07,0.00018095188736546805,1.484533517174584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB3MA8,INVESTOR AB       RegS,INVSA,1.5,2192140800000000000,75.474124,500000.0,383825.53803278686,2.8700856463460502e-05,3.634669033620508,12.932848317038538,13.099214195643665,85.40790616812625,15.139344262295083,SENIOR,A,NR,Aa3,AA-,Industrial,Other Industry,Other Industry,Sweden,11.187764568977213,8.210306949168153e-08,5.136399283678487e-07,1.018423330866594e-06,2.45524034822993e-06,4.658174505271533e-06,7.901317697115703e-06,1.726389808202631e-05,0.00032897372190161947,8.31730434804073e-06,0.0,0.0,0.0,0.0
BRTUB3QC0,SELP FINANCE SARL RegS,SEGPLP,1.5,1797724800000000000,93.494182,500000.0,470175.8280327869,3.515776730782565e-05,4.150299284295289,2.548161009070722,2.581697772920226,123.35492147661598,2.639344262295082,SENIOR,,BBB+,Baa2,NR,Financial Institutions,REIT,Other REIT,Luxembourg,3.184651260549289,1.6040837147363998e-07,4.7667389921060315e-07,3.225134444948413e-05,5.6699225099614276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB5XU7,COOPERATIEVE RABOBANK UA   RegS,RABOBK,,1813536000000000000,90.551339,1000000.0,905513.39,6.771047587227381e-05,3.209262336960417,3.098024117252645,3.140625588959817,42.69313441776118,3.142076502732241,SECURED,A,NR,Aaa,NR,European Collateralized,Mortgages Other,Mortgages Other,Netherlands,1.3408315042532184,0.0,0.0,0.0,0.00019384073260732962,1.592795463562801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUB7GQ1,COOPERATIEVE RABOBANK UA MTN RegS,RABOBK,0.75,2192227200000000000,69.972215,1550000.0,1094542.693155738,8.184529067659088e-05,3.301689334903313,13.85140475146365,14.038876637979222,52.99957608150341,15.14207650273224,SECURED,A,NR,Aaa,NR,European Collateralized,Mortgages Other,Mortgages Other,Netherlands,7.4405451047342055,1.2962013801650514e-07,7.97244507938128e-07,1.597443240658917e-06,3.844552335643076e-06,7.336949375099444e-06,1.2543737113186207e-05,2.6066357450253635e-05,0.0010490516803414447,3.230466366041402e-05,0.0,0.0,0.0,0.0
BRTUB7S05,AIR LIQUIDE FINANCE SA MTN RegS,AIFP,0.625,1908144000000000000,84.943241,600000.0,512886.9050163935,3.835152167911919e-05,3.381762578396641,5.903564358690884,5.973304890576411,80.52601590700972,6.139344262295081,SENIOR,A,NR,A2,A,Industrial,Basic Industry,Chemicals,France,4.81006444635975,4.095269644275266e-08,2.563491601732959e-07,5.085538870359512e-07,1.2269936611693723e-06,9.821426301919974e-05,0.0001261635640623877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUBCTF0,CHUBB INA HOLDINGS INC,CB,1.4,1939248000000000000,86.109823,575000.0,502169.73361612024,3.75501367592151e-05,3.648363533582843,6.602889550248849,6.678742858807661,106.49087346870168,7.12568306010929,SENIOR,BBB,A,A3,A,Financial Institutions,Insurance,Property & Casualty,United States,7.112251607072816,8.303893509860157e-08,5.499567152379048e-07,1.091103548942174e-06,2.604120239800738e-06,6.48953570767072e-06,0.00022743853182872863,9.683118642357801e-06,0.0,0.0,0.0,0.0,0.0,0.0
BRTUC7EN9,INTERNATIONAL BANK FOR RECONSTRUCT MTN,IBRD,0.5,2065996800000000000,75.334227,600000.0,454579.13249180326,3.399151213283043e-05,3.16074330555951,10.611626328015936,10.749293601999385,51.717182342213505,11.14207650273224,SENIOR,AAA,NR,Aaa,NR,Non - Corporate,Supranational,Supranational,Supranational,5.559231772645912,3.340728261970087e-08,2.0551136910457861e-07,4.1184886520030464e-07,9.914280069866999e-07,1.8925945145914932e-06,3.237016305889066e-06,0.00027314247444376393,8.079094428966063e-05,0.0,0.0,0.0,0.0,0.0
BRTUCA502,ENGIE SA MTN RegS,ENGIFP,0.375,1813536000000000000,90.44261,750000.0,680732.4848360657,5.090230691118265e-05,3.649292040408691,3.070191283457663,3.111148152619197,85.02345222918477,3.142076502732241,SENIOR,AA,A-,Baa1,BBB+,Utility,Natural Gas,Natural Gas,France,2.645205563321347,3.1218984586637474e-08,1.9142290397889409e-07,6.000336947167284e-07,0.00014386347303787332,1.1593670365444135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUCAZS8,ENGIE SA MTN RegS,ENGIFP,1.375,2192227200000000000,69.29523,750000.0,528561.5610655738,3.9523606412426344e-05,4.145476509125823,12.991241091309703,13.160878212186693,134.6650163321303,15.14207650273224,SENIOR,AA,A-,Baa1,BBB+,Utility,Natural Gas,Natural Gas,France,17.723098793892987,1.1470162063697806e-07,6.997914748399927e-07,1.391990414230001e-06,3.3133426270176524e-06,6.237919812928881e-06,1.0465485524721418e-05,2.2049625871861965e-05,0.0004566337910229094,1.2554051332718597e-05,0.0,0.0,0.0,0.0
BRTUD5VV5,UBS GROUP AG MTN RegS,UBS,1.0,1813795200000000000,93.897213,1500000.0,1421204.0966393442,0.0001062716540227804,4.017868727917156,2.087317790627,2.24555895264302,98.1185234544196,3.150273224043716,SENIOR,AA,A,A3,A-,Financial Institutions,Banking,Banking,Switzerland,2.203309287631861,3.243534942412558e-07,3.2671082746874415e-06,0.0001851555163542363,3.324718132419588e-05,-1.6815549476472425e-07,-4.153809361754353e-09,9.520552996157929e-10,-7.326791915993032e-11,-1.7698605067430798e-11,3.006129550834618e-12,-2.4720890904448373e-13,1.0141206382762671e-13,-1.2248764571011648e-14
BRTUD7JD5,FISERV INC,FI,1.125,1814400000000000000,92.450174,500000.0,466923.001147541,3.491453461931717e-05,3.691859470459247,3.041293900240631,3.079579255714555,88.95979226473374,3.169398907103825,SENIOR,A,NR,Baa2,BBB,Industrial,Technology,Technology,United States,2.7395873085115015,7.349657771589813e-08,3.794013174463115e-07,1.1278791153326472e-06,9.582230621319635e-05,8.782277943778453e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUD7KJ0,FISERV INC,FI,1.625,1909094400000000000,87.392395,500000.0,443710.60887978144,3.3178809732262896e-05,3.968168668689387,5.715460136666981,5.78163598717187,136.39510500412015,6.169398907103825,SENIOR,A,NR,Baa2,BBB,Industrial,Technology,Technology,United States,7.885868475659071,1.061542020320246e-07,5.454370502098188e-07,1.0922338025714206e-06,2.5961521226603126e-06,8.050261940147946e-05,0.00010478956782785402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUD7NE8,ALLIANDER NV MTN RegS,ALLRNV,0.875,1971648000000000000,81.889319,300000.0,247898.48978688524,1.853680453194404e-05,3.463167184621896,7.684531379186922,7.775211236059582,88.63594772449379,8.150273224043715,SENIOR,AA,NR,Aa3,NR,Non - Corporate,Foreign Local Government,Foreign Local Government,Netherlands,6.891632166662739,3.0710918759472217e-08,1.786137947773278e-07,3.5645303002034226e-07,8.528365562903959e-07,1.6249242857456096e-06,8.699602506350595e-05,5.2407092446479225e-05,0.0,0.0,0.0,0.0,0.0,0.0
BRTUDWAF4,CARLSBERG BREWERIES A/S MTN RegS,CARLB,0.875,1877558400000000000,87.40164,400000.0,352513.6638251366,2.6359486444566827e-05,3.587971999221962,4.94965814135536,5.008271179733101,96.75296085756511,5.169398907103825,SENIOR,AAA,BBB+,Baa1,NR,Industrial,Consumer Non-Cyclical,Food and Beverage,Denmark,4.845650654167882,4.5782573700391705e-08,2.3614053183524631e-07,4.7448875101767316e-07,1.4006785326851506e-06,0.0001174888164694593,1.082453982359867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUE13P7,LEGRAND SA        RegS,LRFP,0.625,1845417600000000000,89.980846,475000.0,429931.64486612024,3.214847686176615e-05,3.243794203076633,4.019671849836502,4.068242040092754,56.137751143328366,4.150273224043716,SENIOR,AA,NR,NR,A-,Industrial,Capital Goods,Building Materials,France,2.283819592375535,3.475161379094567e-08,2.0274508491653096e-07,4.057591657465688e-07,5.499201539942559e-05,7.359105619248188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUEJD77,MERCK KGAA PNC10  RegS,MRKGR,2.875,3454876800000000000,93.309988,633900.0,606928.1717188853,4.538353135493098e-05,4.416584000441204,4.455360940505182,4.513212553073944,174.8237285768666,55.15300546448087,SUB,AAA,NR,Baa2,BBB+,Industrial,Consumer Non-Cyclical,Pharmaceuticals,Germany,7.890166463883064,2.1684386598765682e-07,1.228114984754314e-06,2.4326780362082367e-06,1.42363208117188e-05,0.0001840860552422827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUGF952,KONINKLIJKE AHOLD DELHAIZE NV RegS,ADNA,0.25,1750896000000000000,96.267358,600000.0,578870.541442623,4.3285499985285483e-05,3.604738329816848,1.132896550122971,1.151702513494214,25.0890705565065,1.155737704918033,SENIOR,AAA,NR,Baa1,BBB+,Industrial,Consumer Non-Cyclical,Supermarkets,Netherlands,0.28895145621162216,1.8315076304849064e-08,4.0920743381619466e-05,8.098935145753527e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUGF994,AMERICA MOVIL SAB DE CV MTN,AMXLMM,0.75,1813968000000000000,91.808629,765835.0,707951.8560128057,5.293765679741803e-05,3.538346950739935,3.059912018528991,3.099286635063241,73.696976793173,3.155737704918033,SENIOR,BBB,A-,Baa1,A-,Industrial,Communications,Wireless,Mexico,2.284080552196469,6.947167052370995e-08,3.9071317664827017e-07,1.2420692348830417e-06,0.00014714561857072795,1.31366996143994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUGL827,HEIDELBERG MATERIALS FINANCE LUXEM MTN RegS,HEIGR,1.125,1827619200000000000,91.962377,750000.0,693198.8725819673,5.183449085899073e-05,3.549199659619995,3.451476464104719,3.493353035906519,80.2539450461716,3.587431693989071,SENIOR,AA,NR,Baa2,BBB,Industrial,Capital Goods,Building Materials,Germany,2.803553625705185,1.914258133788179e-07,5.431500878848359e-07,1.1455581605837045e-06,0.00012603809455143737,5.098729661537298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUL29L0,ENEXIS HOLDING NV MTN RegS,ENEXIS,0.75,1940716800000000000,82.820689,500000.0,417207.9531967213,3.119705281072359e-05,3.499616729126376,6.835706508005482,6.916557557184799,92.8069630084859,7.172131147540984,SENIOR,,NR,Aa3,NR,Non - Corporate,Foreign Local Government,Foreign Local Government,Netherlands,6.419047013557132,4.9768470961385066e-08,2.5271920524575213e-07,5.086819078080773e-07,1.2174965105956999e-06,2.7400966851440765e-06,0.00019676674863711808,1.1718385511980881e-05,0.0,0.0,0.0,0.0,0.0,0.0
BRTUL2AR5,BNG BANK NV MTN RegS,BNG,0.805,2508451200000000000,55.997951,1100000.0,623405.0156448088,4.661560031759696e-05,3.449156830494182,21.306494162034173,21.584868103976696,71.8541918922805,25.161202185792348,SENIOR,A,AAA,Aaa,AAA,Non - Corporate,Foreign Agencies,Foreign Agencies,Netherlands,15.509632547127062,1.1122853633356215e-07,6.030586628877711e-07,1.215348039394398e-06,2.9174798963251462e-06,5.550284131756767e-06,9.449112052590243e-06,1.9515904860527044e-05,2.9178848579914206e-05,3.2804018977380654e-05,0.0008619346505344377,2.9935081755050623e-05,0.0,0.0
BRTUL8143,OMNICOM FINANCE HOLDINGS PLC,OMC,0.8,1815004800000000000,91.629544,500000.0,461393.6216393443,3.450107091804778e-05,3.62640574023354,3.084649428568294,3.124404791506703,83.17046228992466,3.188524590163934,SENIOR,BBB,NR,Baa1,BBB+,Industrial,Communications,Media and Entertainment,United States,2.5985819089046815,5.778299663077189e-08,2.676505374479304e-07,7.012896758726445e-07,9.535931726301539e-05,1.0037668219383523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTUL8929,OMNICOM FINANCE HOLDINGS PLC MTN,OMC,1.4,1941235200000000000,86.753439,500000.0,439447.5228688525,3.286003412311985e-05,3.516933324955995,6.661988438859969,6.738004849256089,93.87469339940502,7.188524590163934,SENIOR,BBB,NR,Baa1,BBB+,Industrial,Communications,Media and Entertainment,United States,6.325281393476196,1.0112014491523224e-07,4.680101263609096e-07,9.490265835468388e-07,2.2691857175905e-06,4.937579011021121e-06,0.0001981900092947761,1.1998236550557792e-05,0.0,0.0,0.0,0.0,0.0,0.0
BRTULKC85,KLEPIERRE SA MTN RegS,LIFP,0.625,1909094400000000000,82.247888,700000.0,579369.0957814208,4.332277977805385e-05,3.919834114648002,5.937966937414548,6.010334074250017,132.6246435183229,6.169398907103825,SENIOR,AA,A-,NR,BBB+,Financial Institutions,REIT,Retail REIT,France,7.971184140234378,5.7207078430404144e-08,2.9401135185424686e-07,5.888842812582609e-07,1.4001945630610042e-06,0.00010676401880150276,0.0001481449178828687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTULMBZ2,IN LI             RegS,INLIFP,1.125,1877644800000000000,86.623026,599000.0,524450.7269695082,3.9216215559954725e-05,4.042176973107114,4.913924317396425,4.973045576401923,140.62539783758416,5.172131147540983,SENIOR,,NR,A2,A,Financial Institutions,Other Financial Institutions,Other Financial Institutions,France,6.993365126459583,8.931921113936895e-08,4.514052445428016e-07,9.04769764404995e-07,2.4517329087494638e-06,0.0001726836405587287,1.612464758875629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTULSJS7,TELEFONICA EMISIONES SAU MTN RegS,TELEFO,1.957,2193091200000000000,75.973844,500000.0,387996.6516939891,2.9012754767821687e-05,4.117534818428825,12.420332495481313,12.571172858686184,131.90914259268874,15.169398907103826,SENIOR,A,BBB,Baa3,BBB-,Industrial,Communications,Wirelines,Spain,16.582526331737746,1.2815086510694138e-07,6.586687407700141e-07,1.3193525324821347e-06,3.1373537819130327e-06,5.933679513863216e-06,9.961158438729477e-06,2.2967335415609467e-05,0.0003068805386433772,9.361822894354605e-06,0.0,0.0,0.0,0.0
BRTULT6V2,MEDIOBANCA BANCA DI CREDITO FINANZ RegS,BACRED,0.5,1790812800000000000,92.880044,750000.0,698772.461147541,5.225126032729341e-05,3.624097576843077,2.370185636933435,2.40446179441523,68.81761647015632,2.420765027322405,SECURED,AA,AA,NR,NR,European Collateralized,Mortgages Other,Mortgages Other,Italy,1.6546932958521117,8.758467950580901e-08,2.3979026283520064e-07,7.030269933534439e-05,5.3215112461735255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRTULUC34,SOCIETE GENERALE SA MTN RegS,SOCGEN,0.875,1782864000000000000,93.670872,750000.0,707982.3596721311,5.293993773253349e-05,3.97651832237369,2.109559529161799,2.140821653804892,95.88112805261956,2.169398907103825,SRBN,AA,A-,Baa2,BBB,Financial Institutions,Banking,Banking,France,2.0526439512628762,8.561159381557202e-08,4.41575940491006e-07,9.12313668875452e-05,1.992139569504654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
